İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,outfielderBlocks,id,appearances,goalsPrevented,kilometersCovered,numberOfSprints,topSpeed
"Kingstone Mutandwa","1471569","Bundesliga 25/26","Austrian Bundesliga","SV Ried","6.8454545454545","150.6","22","12","3","9","2","0.45529505","14","143","68","211","67.772511848341","48","95","66","6","13","33.333333333333","9","4","6","0","0","3","50","66","24","28","37","30.327868852459","57","42.222222222222","94","36.575875486381","1555","18.181818181818","3","3","0","0","1","0","11","1","51","15","5","1","6","1","9.0909090909091","28","0","0","27","198","6","13","8","531","15","30","3","0","6","18","14","0","0","2","0","0","0","0","20","3","0","0","0","0","0","19","100","0","6","39","6","163","78","0","0","0","11","23","5","55.555555555556","129.58333333333","0","0","0","63","148","5","9.7381","0","30","3","2093610","22","0","0","0","0"
"Kingstone Mutandwa","1471569","Serie A 24/25","Serie A","Cagliari","6.5333333333333","39.2","6","0","0","0","0","0.0052981","0","19","7","26","73.076923076923","10","9","5","0","1","33.333333333333","0","0","0","0","0","0","0","4","0","3","2","22.222222222222","3","42.857142857143","5","31.25","127","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","18","1","1","0","46","1","7","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","3","1","11","4","0","0","0","0","3","0","0","0","0","0","0","12","15","0","0.3515","0","6","0","1588479","6","0","0","0","0"
"Kingstone Mutandwa","1471569","Serie A 23/24","Serie A","Cagliari","6.64","33.2","5","1","0","0","0","0.00040305","1","3","6","9","33.333333333333","2","1","0","0","1","33.333333333333","1","0","0","0","0","0","0","2","1","1","2","28.571428571429","3","50","5","38.461538461538","52","50","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","2","0","0","0","11","0","0","0","23","0","0","0","0","3","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","3","0","8","3","0","0","0","0","4","0","0","52","0","0","0","3","6","0","0.0737","0","2","0","1316126","5","0","0","0","0"
"Antonio Van Wyk","1123748","Bundesliga 25/26","Austrian Bundesliga","SV Ried","6.8739130434783","158.1","23","3","4","5","3","2.29332868","6","277","79","356","77.808988764045","106","171","96","18","41","47.126436781609","15","6","0","0","0","11","23.913043478261","32","15","8","87","50.877192982456","9","18","96","43.438914027149","1542","9.375","0","0","0","0","2","0","3","0","18","14","0","1","2","19","59.375","11","0","0","19","225","11","22","14","713","31","6","1","0","13","5","9","0","0","0","0","0","0","0","19","3","0","0","0","0","0","19","0","0","18","87","46","125","41","0","0","0","32","22","12","80","514","0","0","0","121","235","2","3.0592","0","63","1","2093620","23","0","0","0","0"
"Peter Kiedl","1386287","Bundesliga 25/26","Austrian Bundesliga","SV Ried","6.6315789473684","126","19","4","2","9","2","0.73327149","6","78","71","149","52.348993288591","19","59","44","8","6","50","12","3","4","0","0","0","0","20","10","7","26","30.588235294118","34","42.5","60","36.363636363636","840","20","1","1","0","0","0","0","4","0","20","0","0","0","4","2","25","18","0","0","20","129","1","7","3","319","9","28","1","0","7","1","3","0","0","1","0","0","0","0","12","5","0","0","0","0","0","9","100","0","8","12","2","105","46","0","0","0","8","17","3","25","210","0","0","0","34","115","1","5.8723","0","14","4","2093586","19","0","0","0","0"
"Peter Kiedl","1386287","Bundesliga 24/25","Austrian Bundesliga","SK Sturm Graz","6.5","6.5","1","0","0","0","0","0","0","1","0","1","100","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1968979","1","0","0","0","0"
"Evan Eghosa","1520806","Bundesliga 25/26","Austrian Bundesliga","SV Ried","6.475","25.9","4","0","0","0","0","0.0172794","0","12","4","16","75","4","8","6","0","1","100","1","0","0","0","0","0","0","1","0","0","3","60","0","0","3","33.333333333333","82","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","100","0","0","0","0","7","0","3","0","25","1","2","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","6","4","0","0","0","1","2","0","0","0","0","0","0","7","9","0","0.0236","0","3","0","2664445","4","0","0","0","0"
"Saliou Sané","126651","Bundesliga 25/26","Austrian Bundesliga","SV Ried","6.4","25.6","4","0","0","0","0","0.07564336","0","6","7","13","46.153846153846","2","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","2","25","5","41.666666666667","7","35","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","0","0","0","26","2","3","0","0","2","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","13","7","0","0","0","0","3","0","0","0","0","0","0","4","9","0","0","0","0","0","2265558","4","0","0","0","0"
"Yusuf Maart","1127748","Bundesliga 25/26","Austrian Bundesliga","SV Ried","7.1695652173913","164.9","23","0","1","0","0","2.26831005","0","661","213","874","75.629290617849","332","329","179","27","17","73.913043478261","45","38","2","0","0","12","24","16","1","11","79","54.48275862069","21","52.5","100","54.054054054054","1870","0","0","0","0","0","0","0","0","0","6","10","0","0","0","74","46.835443037975","52","0","0","21","412","9","89","42","1415","18","15","0","0","24","0","4","1","0","4","0","0","0","0","25","6","0","0","0","0","0","21","0","0","26","23","50","85","19","0","0","0","158","31","30","66.666666666667","0","0","0","0","383","491","0","0.9919","0","153","9","2093572","23","0","0","0","0"
"Yussef Nasrawe","1922533","Bundesliga 25/26","Austrian Bundesliga","SV Ried","6.5666666666667","39.4","6","0","0","0","0","0.02295223","0","52","21","73","71.232876712329","26","26","12","0","3","100","5","1","0","0","0","1","14.285714285714","0","0","0","13","68.421052631579","1","25","14","60.869565217391","161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","40","0","0","0","0","33","1","10","2","110","5","4","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","3","7","9","3","0","0","0","15","2","4","80","0","0","0","0","29","44","0","0","0","7","0","2675325","6","0","0","0","0"
"Ante Bajić","799710","Bundesliga 25/26","Austrian Bundesliga","SV Ried","6.8608695652174","157.8","23","3","8","3","3","3.90858807","6","312","195","507","61.538461538462","93","219","146","23","20","37.037037037037","42","27","7","0","0","19","28.358208955224","29","6","15","94","50","24","48","118","49.579831932773","1947","10.344827586207","0","0","3","3","0","0","3","0","20","9","0","1","2","23","33.823529411765","40","0","0","16","364","10","41","17","1039","32","33","1","0","14","7","8","0","0","3","0","0","0","0","27","4","0","0","0","0","0","22","0","0","23","54","67","120","26","0","0","0","68","31","32","76.190476190476","649","0","0","0","122","385","2","2.8397","0","89","4","2093591","23","0","0","0","0"
"Ante Bajić","799710","Bundesliga 23/24","Austrian Bundesliga","SK Rapid Wien","6.8833333333333","41.3","6","1","1","2","1","0","2","48","24","72","66.666666666667","19","30","16","4","9","75","2","3","2","0","0","1","33.333333333333","8","3","2","22","56.410256410256","2","40","24","54.545454545455","245","12.5","0","0","1","0","0","0","1","0","6","2","0","0","1","4","57.142857142857","4","0","0","4","43","0","3","2","145","11","6","1","0","4","2","3","0","0","0","0","0","0","0","3","2","0","0","0","0","0","2","0","0","4","12","3","20","3","0","0","0","7","5","0","0","245","0","0","0","24","51","0","0","0","14","0","1088668","6","0","0","0","0"
"Nicolas Bajlicz","1146280","Bundesliga 25/26","Austrian Bundesliga","SV Ried","6.6466666666667","99.7","15","0","3","0","0","1.39967852","0","324","76","400","81","113","211","127","10","23","54.761904761905","29","3","4","1","1","5","20.833333333333","12","3","4","54","46.551724137931","3","30","57","45.238095238095","951","0","0","0","0","0","0","0","0","0","6","6","0","0","0","20","52.631578947368","5","0","1","20","164","7","25","10","607","2","14","0","0","10","2","5","0","0","1","0","0","0","0","9","2","0","0","0","0","0","13","0","0","10","42","24","69","7","0","0","0","38","11","19","65.51724137931","0","0","0","0","131","269","0","0.6893","0","45","1","2265563","15","0","0","0","0"
"Christopher Wernitznig","141304","Bundesliga 25/26","Austrian Bundesliga","SV Ried","6.5142857142857","45.6","7","0","0","1","0","0.44544459","0","54","20","74","72.972972972973","20","34","19","2","1","50","2","0","2","0","0","2","25","4","0","3","4","26.666666666667","0","0","4","20","229","0","0","0","0","0","0","0","0","0","2","2","0","0","0","6","54.545454545455","7","0","0","4","37","0","12","6","117","1","3","0","0","3","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","2","0","0","2","2","8","16","5","0","0","0","11","4","1","50","0","0","0","0","23","51","0","0.2927","0","9","0","2093606","9","0","0","0","0"
"Christopher Wernitznig","141304","Bundesliga 24/25","Austrian Bundesliga","Austria Klagenfurt","7.1033333333333","213.1","30","4","11","0","4","0","8","670","224","894","74.944071588367","274","448","202","47","17","45.945945945946","56","22","5","0","0","52","37.142857142857","39","13","13","98","48.514851485149","31","53.448275862069","129","49.615384615385","2311","10.25641025641","0","0","0","0","9","1","1","3","13","26","0","1","3","40","39.60396039604","42","0","1","23","413","9","81","35","1440","25","36","2","0","29","3","13","1","0","3","0","0","0","0","51","5","0","0","0","0","0","25","0","11.111111111111","46","37","140","131","27","0","0","0","101","56","38","67.857142857143","577.75","0","0","0","327","707","5","0","0","100","0","1482994","30","0","0","0","0"
"Christopher Wernitznig","141304","Bundesliga 23/24","Austrian Bundesliga","Austria Klagenfurt","6.808","170.2","25","2","1","0","1","0","3","515","185","700","73.571428571429","235","294","150","17","8","53.333333333333","33","15","3","0","0","14","19.718309859155","14","5","6","53","43.089430894309","27","67.5","80","49.079754601227","1269","14.285714285714","0","0","0","0","1","0","1","1","3","11","0","1","1","36","37.5","17","0","0","8","292","7","66","31","1049","12","25","0","0","30","0","3","0","0","3","0","0","0","0","20","1","0","0","0","0","0","12","0","0","17","15","71","83","13","0","0","0","96","21","22","66.666666666667","634.5","0","0","0","269","502","1","0","0","76","0","1065956","26","0","0","0","0"
"Philipp Pomer","843501","Bundesliga 25/26","Austrian Bundesliga","SV Ried","7.0869565217391","163","23","4","7","1","3","3.04363345","7","425","170","595","71.428571428571","187","238","138","25","8","36.363636363636","29","19","6","0","0","19","25.333333333333","21","9","8","55","49.107142857143","21","58.333333333333","76","51.351351351351","1733","19.047619047619","2","2","0","0","2","1","3","1","8","13","0","3","1","62","50.819672131148","67","0","0","9","307","8","63","37","1040","18","15","0","0","21","0","4","0","0","3","0","0","0","0","20","5","0","0","0","0","0","20","100","50","25","22","75","72","15","0","0","0","122","25","17","58.620689655172","433.25","0","0","0","213","382","2","3.1133","0","82","5","2093608","23","0","0","0","0"
"Jonas Mayer","1150764","Bundesliga 25/26","Austrian Bundesliga","SV Ried","6.5681818181818","144.5","22","0","3","2","1","1.06418105","1","338","160","498","67.871485943775","143","195","116","19","17","47.222222222222","41","19","4","0","0","3","60","14","4","6","88","54.320987654321","5","18.518518518519","93","49.206349206349","1715","0","0","0","1","1","0","0","0","0","12","2","0","0","0","24","36.923076923077","24","1","0","18","246","7","38","16","804","30","19","0","0","19","2","4","0","0","3","0","0","0","0","17","6","0","0","0","0","0","21","0","0","19","36","5","96","22","0","0","0","65","23","28","68.292682926829","0","0","0","0","189","309","0","1.8786","0","91","3","2139538","23","0","0","0","0"
"Joris Boguo","2064292","Bundesliga 25/26","Austrian Bundesliga","SV Ried","6.50625","104.1","16","0","2","0","1","0.6544255","1","35","17","52","67.307692307692","13","22","18","5","2","22.222222222222","2","1","2","0","0","1","16.666666666667","2","0","0","11","25.581395348837","7","46.666666666667","18","31.034482758621","353","0","0","0","1","0","0","0","0","0","2","0","0","0","0","3","60","8","0","0","7","53","1","5","2","136","7","12","0","0","7","2","2","0","0","0","0","0","0","0","4","2","0","0","0","0","0","1","0","0","5","9","6","40","8","0","0","0","5","6","1","50","0","0","0","0","16","36","0","0.0529","0","13","0","2093630","17","0","0","0","0"
"Fabian Rossdorfer","1510442","Bundesliga 25/26","Austrian Bundesliga","SV Ried","6.7947368421053","129.1","19","1","1","4","1","1.15597418","2","168","78","246","68.292682926829","70","98","57","8","27","47.368421052632","29","5","1","0","0","2","18.181818181818","21","5","13","70","47.619047619048","12","41.379310344828","82","46.590909090909","1110","4.7619047619048","0","0","1","0","0","0","1","0","12","9","0","0","1","12","46.153846153846","35","0","0","18","202","1","21","9","610","14","16","1","0","13","0","3","0","0","1","0","0","0","0","13","4","0","0","0","0","0","12","0","0","8","57","11","94","17","0","0","0","26","17","19","65.51724137931","1110","0","0","0","85","161","0","2.6896","0","59","5","2093588","20","0","0","0","0"
"Martin Rasner","336387","Bundesliga 25/26","Austrian Bundesliga","SV Ried","6.5166666666667","117.3","18","0","0","0","0","0.41263645","0","143","60","203","70.443349753695","67","76","43","4","1","50","11","10","2","0","0","2","20","1","0","0","15","39.473684210526","10","45.454545454545","25","41.666666666667","591","0","0","0","0","0","0","0","0","0","1","0","0","0","0","20","46.511627906977","10","0","1","3","79","3","20","11","287","3","13","0","0","7","0","1","0","0","0","0","0","0","0","12","2","0","0","0","0","0","6","0","0","4","2","10","35","12","0","0","0","43","14","6","54.545454545455","0","0","0","0","84","119","0","0.2888","0","28","3","2093584","19","0","0","0","0"
"Nikki Havenaar","309460","Bundesliga 25/26","Austrian Bundesliga","SV Ried","6.8541666666667","164.5","24","1","2","3","1","1.65563588","2","573","255","828","69.202898550725","331","242","105","17","1","33.333333333333","24","26","3","1","1","0","0","17","5","8","50","48.543689320388","209","59.206798866856","259","56.798245614035","2118","5.8823529411765","0","0","0","0","0","0","1","0","17","0","1","0","0","45","32.374100719424","183","0","1","4","319","0","48","19","1283","26","41","1","0","11","2","4","1","0","5","0","0","0","0","27","6","0","0","0","0","0","24","0","0","16","3","2","197","144","0","0","0","139","33","20","83.333333333333","2118","0","0","0","380","448","1","1.7839","0","66","16","2093616","24","0","0","0","0"
