İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,outfielderBlocks,id,appearances,kilometersCovered,numberOfSprints,topSpeed,goalsPrevented,substitutionsIn,substitutionsOut
"Jeppe Andersen","152375","Superliga 24/25","Danish Superliga","Silkeborg IF","6.878125","220.1","32","4","4","3","1","0","5","1126","159","1285","87.626459143969","432","694","369","21","12","57.142857142857","14","9","4","0","0","0","0","27","9","10","45","43.68932038835","17","47.222222222222","62","44.604316546763","1783","14.814814814815","0","0","0","0","0","0","4","0","14","13","1","0","3","39","52.702702702703","11","0","1","18","233","3","86","50","1515","19","21","1","0","10","4","8","0","0","1","0","0","0","0","24","2","0","0","0","0","0","17","0","0","21","21","11","77","19","0","0","0","74","26","8","57.142857142857","445.75","0","0","0","481","815","2","0","0","60","0","1460653","32","0","0","0","0","0","0"
"Villads Westh","1435222","Superliga 25/26","Danish Superliga","Silkeborg IF","6.8882352941176","117.1","17","0","2","0","0","1.12567488","0","561","93","654","85.779816513761","258","303","152","11","13","59.090909090909","29","19","1","0","0","7","28","6","1","3","64","60.377358490566","4","50","68","59.649122807018","1037","0","0","0","0","0","0","0","0","0","1","5","0","0","0","22","38.59649122807","24","0","2","12","149","5","36","20","894","22","7","0","0","14","0","2","0","0","0","0","0","0","0","21","2","0","0","0","0","0","11","0","0","11","22","25","46","4","0","0","0","57","23","13","44.827586206897","0","0","0","0","287","367","1","0.2249","3","59","5","2294518","17","0","0","0","0","0","0"
"Sofus Berger","1015559","Superliga 25/26","Danish Superliga","Silkeborg IF","6.6","92.4","14","0","1","1","1","0.97410321","1","116","24","140","82.857142857143","26","90","47","10","6","50","8","4","0","0","0","2","28.571428571429","8","3","2","18","47.368421052632","1","20","19","44.186046511628","341","0","0","0","0","0","0","0","0","0","4","4","0","0","0","4","80","2","0","0","10","53","1","3","2","210","4","1","0","0","3","0","3","0","0","0","0","0","0","0","8","1","0","0","0","0","0","3","0","0","10","12","7","24","4","0","0","0","5","9","5","62.5","0","0","0","0","26","114","0","0.5902","0","10","0","2068463","14","0","0","0","0","0","0"
"Sofus Berger","1015559","Superliga 24/25","Danish Superliga","Silkeborg IF","6.5888888888889","59.3","9","0","0","0","0","0","0","46","9","55","83.636363636364","14","32","18","1","1","50","2","0","0","0","0","0","0","6","2","0","7","63.636363636364","1","50","8","61.538461538462","130","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","2","19","0","2","1","89","4","0","0","0","1","0","4","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","2","2","5","1","0","0","0","0","3","1","50","0","0","0","0","16","41","0","0","0","4","0","1467639","11","0","0","0","0","0","0"
"Sofus Berger","1015559","Superliga 23/24","Danish Superliga","Viborg FF","6.4","6.4","1","0","0","0","0","0","0","1","0","1","100","0","2","1","1","0","0","0","0","0","0","0","1","100","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","1","0","1049630","1","0","0","0","0","0","0"
"Julius Lorents","1426595","Superliga 25/26","Danish Superliga","Silkeborg IF","6.5","117","18","0","1","0","0","0.39121914","0","382","61","443","86.230248306998","183","199","73","8","4","57.142857142857","17","12","1","0","0","3","37.5","5","0","2","29","45.3125","7","38.888888888889","36","43.90243902439","763","0","0","0","0","0","0","0","0","0","5","0","0","0","0","6","26.086956521739","17","1","0","10","97","2","14","5","593","8","10","0","0","12","0","3","0","0","0","0","0","0","0","14","2","0","0","0","0","0","5","0","0","8","7","8","46","11","0","0","0","23","16","13","76.470588235294","0","0","0","0","204","239","0","0.2778","0","21","5","2068421","18","0","0","0","0","0","0"
"Julius Lorents","1426595","Superliga 24/25","Danish Superliga","Silkeborg IF","6.65","119.7","18","0","1","1","0","0","0","297","44","341","87.096774193548","121","180","103","6","0","0","19","5","1","0","0","4","23.529411764706","4","2","2","19","40.425531914894","6","37.5","25","39.68253968254","641","0","0","0","0","0","0","0","0","0","3","1","0","0","0","5","50","15","0","0","4","78","2","10","2","464","0","10","0","0","10","3","0","0","0","1","0","0","0","0","9","1","0","0","0","0","0","5","0","0","6","4","17","38","10","0","0","0","10","10","14","73.684210526316","0","0","0","0","141","217","0","0","0","28","0","1467939","20","0","0","0","0","0","0"
"Mads Freundlich","1065435","Superliga 25/26","Danish Superliga","Silkeborg IF","6.8823529411765","117","17","0","0","0","0","0.43019966","0","847","81","928","91.271551724138","520","327","116","5","8","72.727272727273","24","20","4","0","0","1","33.333333333333","4","0","2","50","58.823529411765","6","60","56","58.947368421053","1164","0","0","0","0","0","0","0","0","0","1","3","0","0","0","54","55.670103092784","18","0","1","4","106","1","62","35","1089","18","15","0","0","13","0","2","0","0","0","0","0","0","0","22","4","0","0","0","0","0","15","0","0","5","11","3","39","4","0","0","0","97","26","15","62.5","0","0","0","0","538","390","0","0.1243","3","67","4","2068431","17","0","0","0","0","0","0"
"Mads Freundlich","1065435","Superliga 24/25","Danish Superliga","Silkeborg IF","6.825","191.1","28","1","0","0","1","0","2","1016","143","1159","87.661777394305","471","548","269","16","13","68.421052631579","30","23","3","0","0","3","30","5","2","1","74","55.223880597015","7","43.75","81","54","1674","20","0","0","0","1","0","0","1","0","1","4","0","0","1","34","47.887323943662","16","0","0","14","194","5","64","30","1393","32","24","0","0","18","0","2","0","0","1","0","0","0","0","23","1","0","0","0","0","0","20","0","0","16","19","10","69","9","0","0","0","71","24","14","46.666666666667","1674","0","0","0","514","655","0","0","0","89","0","1460645","28","0","0","0","0","0","0"
"Adam Wikman","1126773","Superliga 25/26","Danish Superliga","Silkeborg IF","6.5857142857143","46.1","7","0","0","0","0","0.2055907","0","375","53","428","87.616822429907","223","152","49","2","1","50","11","3","0","0","0","0","0","3","0","2","13","43.333333333333","0","0","13","38.235294117647","604","0","0","0","0","0","0","0","0","0","1","2","0","0","0","24","43.636363636364","10","1","0","3","61","2","23","10","490","1","8","0","0","5","0","1","0","0","1","0","0","0","0","14","3","0","0","0","0","0","7","0","0","2","2","2","21","4","0","0","0","55","17","9","81.818181818182","0","0","0","0","240","188","0","0.2738","0","29","2","2663815","7","0","0","0","0","0","0"
"William Kirk","2361165","Superliga 25/26","Danish Superliga","Silkeborg IF","6.5166666666667","39.1","6","0","1","0","0","0.08994184","0","66","24","90","73.333333333333","30","36","19","2","3","75","3","0","1","0","0","0","0","2","1","0","7","38.888888888889","1","33.333333333333","8","38.095238095238","221","0","0","0","0","0","0","0","0","0","1","1","0","0","0","3","27.272727272727","2","0","0","1","37","0","9","4","121","1","5","0","0","4","0","1","0","0","0","0","0","0","0","4","1","0","0","0","0","0","3","0","0","2","4","4","13","2","0","0","0","11","5","1","33.333333333333","0","0","0","0","38","52","0","0.1121","0","6","1","2678759","6","0","0","0","0","0","0"
"Alexander Busch","1087797","Superliga 25/26","Danish Superliga","Silkeborg IF","7.225","28.9","4","1","0","0","0","0.01027552","1","153","11","164","93.292682926829","120","33","5","0","0","0","8","1","0","0","0","0","0","2","2","0","12","100","2","66.666666666667","14","93.333333333333","203","50","0","0","1","0","0","0","1","0","2","0","0","0","1","9","64.285714285714","15","0","1","0","11","0","2","2","201","4","0","0","1","0","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","14","6","4","50","203","0","0","0","127","37","2","0.8843","0","5","2","2068419","4","0","0","0","0","0","0"
"Alexander Busch","1087797","Superliga 24/25","Danish Superliga","Silkeborg IF","7.05","56.4","8","0","0","1","0","0","0","434","50","484","89.669421487603","274","160","39","1","2","100","11","13","2","0","0","0","0","1","1","0","22","62.857142857143","13","54.166666666667","35","59.322033898305","676","0","0","0","0","0","0","0","0","0","1","0","0","0","0","16","51.612903225806","41","0","0","3","57","0","8","3","591","9","7","0","0","3","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","7","0","0","1","2","0","24","11","0","0","0","31","10","8","72.727272727273","0","0","0","0","300","184","0","0","0","24","0","1608693","9","0","0","0","0","0","0"
"Alexander Busch","1087797","Superliga 23/24","Danish Superliga","Silkeborg IF","6.9529411764706","118.2","17","0","0","2","0","0","0","886","99","985","89.94923857868","688","198","43","1","5","100","18","18","4","0","0","0","0","6","1","3","44","77.19298245614","32","55.172413793103","76","66.086956521739","1508","0","0","0","0","1","0","0","0","0","6","0","0","0","0","49","52.688172043011","88","0","0","0","104","0","61","25","1200","21","9","0","0","5","0","2","0","0","5","0","0","0","0","18","1","0","0","0","0","0","17","0","0","1","5","0","39","26","0","0","0","93","19","13","72.222222222222","0","0","0","0","747","238","0","0","1","85","0","1048353","17","0","0","0","0","0","0"
"Pedro Ganchas","1066234","Superliga 25/26","Danish Superliga","Silkeborg IF","6.9","151.8","22","1","1","2","1","0.47663502","2","1307","100","1407","92.892679459844","834","473","142","4","3","37.5","25","33","3","0","0","1","33.333333333333","9","5","3","47","51.648351648352","45","66.176470588235","92","57.861635220126","1915","11.111111111111","0","0","0","1","0","0","1","0","9","0","1","0","0","48","53.932584269663","114","0","1","6","121","0","51","21","1702","19","23","0","0","12","2","1","0","0","2","0","0","0","0","34","4","0","0","0","0","0","22","0","0","4","8","3","67","23","0","0","0","89","38","11","44","1915","0","0","0","880","527","3","0.9719","1","81","15","2068457","22","0","0","0","0","0","0"
"Pedro Ganchas","1066234","Superliga 24/25","Danish Superliga","Silkeborg IF","7.0615384615385","183.6","26","1","0","1","0","0","1","1573","121","1694","92.857142857143","976","597","179","4","6","66.666666666667","22","33","3","0","0","0","0","8","4","4","45","53.571428571429","55","62.5","100","58.139534883721","2340","12.5","0","0","0","1","0","0","0","1","6","2","0","1","0","67","64.423076923077","126","0","1","5","139","1","63","35","2019","17","24","0","0","8","0","0","0","0","6","0","0","0","0","29","4","0","0","0","0","0","26","0","0","4","9","2","72","33","0","0","0","104","33","9","40.909090909091","2340","0","0","0","1039","657","0","0","1","110","0","1460624","26","0","0","0","0","0","0"
"Pedro Ganchas","1066234","Liga Portugal 2 23/24","Liga Portugal 2","Paços de Ferreira","6.9965517241379","202.9","29","2","0","2","0","0","2","1164","139","1303","89.332310053722","876","288","68","7","3","60","20","43","3","0","0","0","0","14","2","8","35","50","47","58.024691358025","82","54.304635761589","2604","14.285714285714","0","0","0","0","0","0","2","0","14","0","1","1","0","74","56.488549618321","103","0","1","2","156","2","35","12","1577","12","25","0","1","7","2","4","0","0","10","0","0","0","0","23","5","0","0","0","0","0","29","0","0","7","5","1","69","34","0","0","0","131","28","16","80","1302","0","0","0","945","359","1","0","0","118","0","1427337","29","0","0","0","0","0","0"
"Robin Østrøm","1029725","Superliga 25/26","Danish Superliga","Silkeborg IF","6.5666666666667","157.6","24","0","1","0","0","0.25654731","0","1565","99","1664","94.050480769231","1014","551","119","1","2","66.666666666667","25","15","0","1","1","0","0","0","0","0","31","58.490566037736","19","67.857142857143","50","61.728395061728","2042","0","0","0","0","2","0","0","0","0","0","0","0","0","0","55","56.701030927835","89","0","0","2","117","0","51","26","1883","4","8","0","0","11","0","0","0","0","2","0","0","0","0","37","9","0","0","0","0","0","24","0","0","1","3","1","31","9","0","0","0","97","46","15","60","0","0","0","0","1065","599","0","0","0","81","16","2068455","24","0","0","0","0","0","0"
"Robin Østrøm","1029725","Superliga 24/25","Danish Superliga","Silkeborg IF","6.878125","220.1","32","0","4","3","4","0","4","1350","137","1487","90.786819098857","710","643","277","24","5","35.714285714286","36","14","3","0","0","3","18.75","12","4","3","45","51.724137931034","16","43.243243243243","61","49.193548387097","2328","0","0","0","0","0","0","0","0","0","11","1","0","0","0","28","48.275862068966","75","1","0","5","187","4","39","17","1834","4","16","0","1","13","1","5","0","0","1","0","0","0","0","31","3","0","0","0","0","0","27","0","0","24","14","16","63","21","0","0","0","58","34","24","66.666666666667","0","0","0","0","775","728","1","0","0","79","0","1460617","32","0","0","0","0","0","0"
"Robin Østrøm","1029725","Superliga 23/24","Danish Superliga","Silkeborg IF","6.735","134.7","20","0","3","0","2","0","2","715","95","810","88.271604938272","430","286","88","8","5","71.428571428571","21","3","0","0","0","1","16.666666666667","1","0","0","30","63.829787234043","14","53.846153846154","44","60.27397260274","1192","0","0","0","0","0","0","0","0","0","0","1","0","0","0","23","54.761904761905","31","0","0","1","121","4","33","13","976","4","10","0","0","6","3","1","0","0","0","0","0","0","0","17","3","0","0","0","0","0","13","0","0","8","7","6","29","12","0","0","0","42","20","16","76.190476190476","0","0","0","0","481","335","0","0","0","45","0","1077593","20","0","0","0","0","0","0"
"Andreas Poulsen","826060","Superliga 25/26","Danish Superliga","Silkeborg IF","6.525","130.5","20","1","4","0","3","1.57405986","4","670","140","810","82.716049382716","350","320","175","28","4","30.769230769231","29","23","1","0","0","10","21.739130434783","10","1","6","51","63.75","4","28.571428571429","55","58.510638297872","1640","10","0","0","0","0","1","0","0","1","4","6","0","1","0","32","43.835616438356","37","0","3","6","214","4","64","33","1184","18","7","0","0","8","0","3","0","0","2","0","0","0","0","34","8","0","0","0","0","0","19","0","0","28","13","46","39","10","0","0","0","73","42","18","62.068965517241","1640","0","0","0","405","405","1","0.3582","0","69","10","2068443","20","0","0","0","0","0","0"
"Andreas Poulsen","826060","Superliga 24/25","Danish Superliga","Silkeborg IF","6.8636363636364","151","22","0","5","0","3","0","3","585","151","736","79.483695652174","285","314","167","23","3","37.5","26","19","2","0","0","14","20","24","0","12","38","50.666666666667","4","40","42","49.411764705882","1534","0","0","0","0","0","0","0","0","0","10","14","0","0","0","27","39.130434782609","25","0","2","8","242","4","61","21","1111","9","11","0","0","13","4","12","1","0","1","0","0","0","0","19","2","0","0","0","0","0","17","0","0","22","8","70","43","6","0","0","0","69","21","18","69.230769230769","0","0","0","0","351","455","0","0","0","74","0","1460621","22","0","0","0","0","0","0"
"Andreas Poulsen","826060","Superliga 23/24","Danish Superliga","Silkeborg IF","6.6666666666667","100","15","0","1","0","0","0","0","326","67","393","82.95165394402","176","153","88","7","6","66.666666666667","28","13","0","0","0","3","16.666666666667","4","1","1","39","58.208955223881","10","76.923076923077","49","61.25","786","0","0","0","0","0","0","0","0","0","3","1","0","0","0","11","42.307692307692","17","0","0","2","109","3","27","16","585","5","6","0","0","17","0","2","0","0","0","0","0","0","0","15","0","0","0","0","0","0","10","0","0","7","9","18","31","3","0","0","0","26","15","13","46.428571428571","0","0","0","0","197","214","1","0","0","43","0","1137483","16","0","0","0","0","0","0"
"Jens Martin Gammelby","321605","Superliga 25/26","Danish Superliga","Silkeborg IF","6.264","156.6","25","3","4","4","0","1.36857627","3","953","180","1133","84.112974404237","462","491","262","17","7","41.176470588235","15","10","1","0","0","7","16.666666666667","30","11","11","32","52.459016393443","20","50","52","51.485148514851","2250","10","1","1","0","0","0","0","3","0","22","8","0","0","3","26","33.333333333333","90","0","1","8","266","6","48","20","1568","10","5","0","0","6","5","8","0","0","2","0","0","0","0","44","9","0","0","0","0","0","25","100","0","17","17","42","49","20","0","0","0","78","53","11","73.333333333333","750","0","0","0","534","599","0","2.8482","0","71","2","2068449","25","0","0","0","0","0","0"
"Jens Martin Gammelby","321605","Superliga 24/25","Danish Superliga","Silkeborg IF","6.9411764705882","118","17","2","4","0","2","0","4","575","77","652","88.19018404908","211","370","225","10","4","50","9","5","2","0","0","6","28.571428571429","19","9","6","15","40.540540540541","8","38.095238095238","23","39.655172413793","1148","10.526315789474","0","0","0","1","1","0","2","0","11","8","0","1","1","11","37.931034482759","27","0","0","2","122","5","23","11","874","2","11","0","0","5","2","4","0","0","3","0","0","0","0","15","2","0","0","0","0","0","13","0","0","10","8","21","35","13","0","0","0","29","17","7","77.777777777778","574","0","0","0","233","440","2","0","0","50","0","1460655","19","0","0","0","0","0","0"
"Jens Martin Gammelby","321605","Superliga 23/24","Danish Superliga","Silkeborg IF","6.5846153846154","85.6","13","0","0","4","0","0","0","99","15","114","86.842105263158","56","43","29","3","0","0","4","2","0","0","0","0","0","11","4","6","5","45.454545454545","2","33.333333333333","7","41.176470588235","258","0","0","0","0","0","0","0","0","0","8","3","0","0","0","2","50","7","0","0","3","33","0","1","0","177","1","2","1","0","0","0","1","0","0","0","0","0","0","0","6","1","0","0","0","0","0","1","0","0","3","1","8","10","4","0","0","0","4","7","3","75","0","0","0","0","60","62","0","0","0","12","0","1303123","14","0","0","0","0","0","0"
"Pontus Rödin","992167","Superliga 24/25","Danish Superliga","Silkeborg IF","7.3571428571429","103","14","2","1","1","0","0","2","1014","89","1103","91.93109700816","650","366","97","3","4","80","23","13","0","0","0","2","66.666666666667","9","4","3","28","66.666666666667","26","74.285714285714","54","70.12987012987","1248","22.222222222222","0","0","0","0","0","0","2","0","7","2","1","1","0","53","60.227272727273","90","0","1","1","102","2","44","23","1297","2","5","0","0","7","0","2","0","0","4","0","0","0","0","13","2","0","0","0","0","0","14","0","0","3","5","3","23","9","0","0","0","88","15","16","69.565217391304","624","0","0","0","691","415","3","0","0","46","0","1460615","14","0","0","0","0","0","0"
"Pontus Rödin","992167","Superliga 23/24","Danish Superliga","Silkeborg IF","6.8","88.4","13","0","0","0","0","0","0","1086","96","1182","91.878172588832","763","323","54","2","2","100","14","16","0","0","0","0","0","1","1","0","17","54.838709677419","9","39.130434782609","26","48.148148148148","1170","0","0","0","0","0","0","0","0","0","1","0","0","0","0","33","41.25","48","1","1","2","103","0","40","18","1308","1","8","0","0","4","0","0","0","0","2","0","0","0","0","22","4","0","0","0","0","0","13","0","0","2","2","1","28","14","0","0","0","80","26","9","64.285714285714","0","0","0","0","811","372","1","0","2","64","0","1317053","13","0","0","0","0","0","0"
"Simon Stüker","1566337","Superliga 25/26","Danish Superliga","Silkeborg IF","6.35","12.7","2","0","0","0","0","0.23702454","0","21","6","27","77.777777777778","8","13","8","0","3","100","2","1","0","0","0","0","0","0","0","0","5","71.428571428571","1","100","6","75","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","9","0","0","0","44","0","0","0","0","2","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","3","2","2","0","0","0","0","1","4","2","100","0","0","0","0","12","15","0","0","0","1","0","2704669","2","0","0","0","0","0","0"
"Melker Jonsson","1046472","Superliga 25/26","Danish Superliga","Silkeborg IF","6.05","12.1","2","0","0","0","0","0.00449724","0","70","3","73","95.890410958904","59","11","2","0","0","0","2","0","0","0","0","0","0","0","0","0","2","50","0","0","2","50","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","66.666666666667","3","0","0","1","4","0","2","1","83","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5","2","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","3","7","1","50","0","0","0","0","61","12","0","0","0","0","1","2687459","2","0","0","0","0","0","0"
"Alexander Priesborg","1467416","Superliga 25/26","Danish Superliga","Silkeborg IF","7.6","7.6","1","0","0","0","0","0","0","53","19","72","73.611111111111","40","13","3","0","0","0","8","0","0","0","0","0","0","2","0","0","9","75","3","75","12","75","90","0","0","0","0","0","0","0","0","0","2","0","0","0","0","6","40","11","0","0","0","21","0","12","6","101","1","0","0","0","2","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","4","1","0","0","0","15","1","3","37.5","0","0","0","0","48","24","0","0","0","4","0","2663811","1","0","0","0","0","0","0"
"Nicolai Larsen","95442","Superliga 25/26","Danish Superliga","Silkeborg IF","7.3875","177.3","24","0","0","0","0","0.0068298","0","542","134","676","80.177514792899","518","24","3","0","0","0","0","0","1","0","0","0","0","0","0","0","5","100","10","90.909090909091","15","93.75","2160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77","38.308457711443","35","0","1","0","141","0","36","17","1057","7","0","0","0","0","0","0","0","105","2","4","0","73","31","42","9","20","14","13","27","0","24","0","0","0","0","0","1","1","0","0","0","201","51","0","0","0","0","0","15","581","95","4","0","205","281","0","2068453","24","0","0","0","2.4241","0","0"
"Nicolai Larsen","95442","Superliga 24/25","Danish Superliga","Silkeborg IF","7.053125","225.7","32","0","0","0","0","0","0","754","141","895","84.245810055866","733","21","4","1","0","0","0","0","0","0","0","0","0","0","0","0","6","75","16","94.117647058824","22","88","2835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92","41.441441441441","29","1","0","0","149","0","41","21","1275","7","0","0","0","2","0","0","1","85","6","4","0","63","21","34","4","13","8","8","32","0","32","0","0","0","0","0","3","1","0","0","0","222","38","0","0","0","0","1","13","787","108","2","0","261","304","0","1460619","32","0","0","0","0","0","0"
"Nicolai Larsen","95442","Superliga 23/24","Danish Superliga","Silkeborg IF","7.26875","232.6","32","0","0","0","0","0","0","709","113","822","86.25304136253","687","22","6","0","0","0","0","0","0","0","0","0","0","0","0","0","11","100","19","86.363636363636","30","90.909090909091","2848","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92","48.167539267016","42","0","2","0","118","0","60","25","1279","12","0","0","0","0","0","0","0","112","8","3","1","76","34","44","5","23","11","11","39","0","32","0","0","0","0","0","3","3","0","0","0","191","49","0","0","0","0","0","22","755","67","2","0","244","314","0","1048325","32","0","0","0","0","0","0"
"Aske Andrésen","1149070","Superliga 25/26","Danish Superliga","Silkeborg IF","7.4","7.4","1","0","0","0","0","0.00019322","0","21","6","27","77.777777777778","20","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","100","1","100","2","100","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","40","2","0","0","0","6","0","1","1","54","1","0","0","0","0","0","0","0","7","0","0","0","5","2","2","0","0","2","2","3","0","1","0","0","0","0","0","0","0","0","0","0","10","2","1","100","0","0","0","3","25","2","0","0","8","13","0","2704667","1","0","0","0","-0.1944","0","0"
"Aske Andrésen","1149070","Superliga 24/25","Danish Superliga","Silkeborg IF","6.8","6.8","1","0","0","0","0","0","0","23","5","28","82.142857142857","22","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","50","2","0","1","0","5","0","1","1","39","0","0","0","0","0","0","0","0","4","0","1","0","2","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","6","2","0","0","0","0","0","0","26","2","0","0","8","8","0","1998113","1","0","0","0","0","0","0"
"Wahid Faghir","1000397","Superliga 25/26","Danish Superliga","Vejle","6.48","64.8","10","1","1","1","0","0.47977283","1","34","19","53","64.150943396226","13","21","11","1","2","40","1","0","0","0","0","0","0","7","2","2","6","46.153846153846","9","32.142857142857","15","36.585365853659","259","14.285714285714","0","0","0","0","0","0","1","0","6","1","0","0","1","1","33.333333333333","0","0","0","0","35","0","1","1","89","3","5","1","0","0","4","3","0","0","0","0","0","0","0","6","0","0","0","0","0","0","2","0","0","1","5","1","26","19","0","0","0","3","6","1","100","259","0","0","0","13","40","0","1.3865","0","7","0","2067230","10","0","0","0","0","0","0"
"Wahid Faghir","1000397","2nd Bundesliga 23/24","2. Bundesliga","SV 07 Elversberg","6.8","115.6","17","3","2","1","1","0","4","75","39","114","65.789473684211","22","53","30","4","18","58.064516129032","5","0","3","0","0","0","0","20","9","10","30","38.461538461538","21","52.5","51","43.220338983051","531","15","0","0","0","0","0","0","2","1","13","7","1","0","2","2","66.666666666667","2","0","0","15","93","4","1","1","252","7","18","2","0","5","9","1","0","0","0","0","0","0","0","11","2","0","0","0","0","0","4","0","0","4","31","1","67","19","0","0","0","3","13","3","60","177","0","0","0","29","86","0","0","0","13","0","1051690","17","0","0","0","0","0","0"
"Alexi Pitu","941125","Superliga 25/26","Danish Superliga","Vejle","6.4875","51.9","8","0","0","0","0","0.28854173","0","39","13","52","75","20","19","10","3","3","50","4","3","1","0","0","2","28.571428571429","1","1","0","7","43.75","2","66.666666666667","9","47.368421052632","159","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","100","1","0","0","2","29","1","0","0","95","0","4","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","6","7","10","1","0","0","0","1","3","3","75","0","0","0","0","22","30","0","0.02","0","6","0","2119449","8","0","0","0","0","0","0"
"Abdoulaye Camara","2188050","Superliga 25/26","Danish Superliga","Vejle","6.54","98.1","15","1","0","1","0","0.32018471","1","67","43","110","60.909090909091","12","55","35","4","14","70","12","2","0","0","0","3","18.75","11","2","4","30","47.619047619048","6","19.354838709677","36","38.297872340426","559","9.0909090909091","0","0","0","0","0","0","1","0","10","1","0","0","1","3","37.5","3","0","0","9","93","4","6","3","237","4","12","0","0","7","3","5","0","0","0","0","0","0","0","10","2","0","0","0","0","0","6","0","0","4","20","16","58","25","0","0","0","8","12","8","66.666666666667","559","0","0","0","20","90","0","0.793","0","21","0","2067206","15","0","0","0","0","0","0"
"Mikkel Duelund","770075","Superliga 25/26","Danish Superliga","Vejle","6.9","144.9","21","6","3","3","1","1.20505873","7","251","81","332","75.602409638554","99","152","95","12","14","45.161290322581","26","6","4","0","0","1","14.285714285714","37","19","13","63","47.727272727273","14","48.275862068966","77","47.826086956522","1342","16.216216216216","1","1","0","0","1","0","4","2","24","13","1","0","5","19","50","13","0","1","20","170","13","26","13","604","23","18","1","0","15","2","5","0","0","1","0","0","0","0","19","1","0","0","0","0","0","15","100","0","12","31","7","84","15","0","0","0","38","20","18","69.230769230769","223.66666666667","0","0","0","118","214","2","4.2393","0","55","4","2067210","21","0","0","0","0","0","0"
